gene_id,gene_name,gene_type,Pat1,Pat2,Pat3,Pat4,Pat5,Pat6,Pat7,Pat8,Pat9,Pat10
ENSG00000114062,UBE3A,protein_coding,3945,3670,2508,2183,4170,4174,3767,4663,2669,2984
ENSG00000114098,ARMC8,protein_coding,2296,2890,862,2065,1989,2512,2946,4808,1353,2013
ENSG00000114107,CEP70,protein_coding,547,349,255,2236,289,537,2765,729,696,348
ENSG00000114113,RBP2,protein_coding,22,13,9,38,27,18,31,14,16,34
ENSG00000114115,RBP1,protein_coding,8,2,5,12,8,18,15,34,9,20
ENSG00000114120,SLC25A36,protein_coding,6891,4798,2984,5526,6343,5549,6542,5822,3442,5006
ENSG00000114124,GRK7,protein_coding,5,6,8,3,2,6,5,13,10,11
ENSG00000114125,RNF7,protein_coding,781,1055,961,869,889,775,618,619,414,541
ENSG00000114126,TFDP2,protein_coding,6049,1893,9778,10583,8310,7282,11282,9406,3099,7376
ENSG00000114127,XRN1,protein_coding,2976,3388,1895,2836,4042,3285,12532,5394,3667,3909
ENSG00000114166,KAT2B,protein_coding,1286,1759,757,983,991,880,2629,3062,1107,1666
ENSG00000114200,BCHE,protein_coding,0,0,0,0,0,0,4,4,0,2
ENSG00000114204,SERPINI2,protein_coding,18,1440,238,382,354,272,36,19,455,152
ENSG00000114209,PDCD10,protein_coding,923,1373,587,1185,1213,1136,1145,2128,619,754
ENSG00000114248,LRRC31,protein_coding,6,5,3,5,2,6,12,5,0,4
ENSG00000114251,WNT5A,protein_coding,9,0,0,0,0,2,13,6,0,4
ENSG00000114268,PFKFB4,protein_coding,144,898,623,352,374,958,588,715,171,1461
ENSG00000114270,COL7A1,protein_coding,55,48,22,28,25,24,25,115,54,105
ENSG00000114279,FGF12,protein_coding,1,0,0,1,0,0,7,209,1,0
ENSG00000114302,PRKAR2A,protein_coding,778,3793,2401,1753,2961,1803,1733,2220,1204,1731
ENSG00000114315,HES1,protein_coding,56,19,7,2,1,2,8,83,34,17
ENSG00000114316,USP4,protein_coding,1970,4809,2495,4107,6448,5201,4056,3917,3434,3957
ENSG00000114331,ACAP2,protein_coding,4475,6363,3000,5561,6221,4730,4404,5944,3637,5321
ENSG00000114346,ECT2,protein_coding,709,1239,411,414,1571,963,761,1702,217,551
ENSG00000114349,GNAT1,protein_coding,1,0,2,0,1,1,1,2,0,1
ENSG00000114353,GNAI2,protein_coding,11484,24331,27455,15597,32270,18677,11134,14062,7175,17346
ENSG00000114354,TFG,protein_coding,4154,2792,2252,3130,3515,2890,3628,4181,1630,2269
ENSG00000114374,USP9Y,protein_coding,3225,2671,1,3,1,0,4972,3511,2951,2
ENSG00000114378,HYAL1,protein_coding,26,76,168,93,231,210,82,85,52,216
ENSG00000114383,TUSC2,protein_coding,391,446,642,352,522,645,440,534,242,376
ENSG00000114388,NPRL2,protein_coding,659,1165,421,956,833,678,1044,798,706,1040
ENSG00000114391,RPL24,protein_coding,10162,8043,9870,10087,8104,12453,10042,8789,3500,5842
ENSG00000114395,CYB561D2,protein_coding,283,741,343,400,487,415,317,358,175,357
ENSG00000114405,C3orf14,protein_coding,3,228,0,0,3,2,68,14,2,2
ENSG00000114416,FXR1,protein_coding,3961,3608,1895,3942,5830,5295,5033,4232,2394,3369
ENSG00000114423,CBLB,protein_coding,1603,1251,1936,1487,2008,1550,2129,2411,2126,1329
ENSG00000114439,BBX,protein_coding,3095,1122,607,2017,1855,2343,4361,4406,2891,2057
ENSG00000114446,IFT57,protein_coding,625,2259,170,1184,685,470,469,732,347,402
ENSG00000114450,GNB4,protein_coding,2365,2531,2453,2707,3634,2419,2053,2801,1826,1872
ENSG00000114455,HHLA2,protein_coding,32,220,11,35,13,18,8,22,3,14
ENSG00000114473,IQCG,protein_coding,345,568,206,581,726,355,365,303,279,209
ENSG00000114480,GBE1,protein_coding,563,1705,809,1218,2148,1797,719,1301,352,1523
ENSG00000114487,MORC1,protein_coding,1,3,13,28,1,54,56,0,124,0
ENSG00000114491,UMPS,protein_coding,1151,1403,421,1219,1000,1083,1489,1896,713,756
ENSG00000114503,NCBP2,protein_coding,2197,2484,847,2426,2852,2637,2336,3046,1603,1487
ENSG00000114520,SNX4,protein_coding,779,1258,573,725,1354,1073,923,1178,473,728
ENSG00000114529,C3orf52,protein_coding,31,16,73,33,11,23,84,95,10,12
ENSG00000114541,FRMD4B,protein_coding,1092,1032,242,1698,4105,114,1344,1140,884,1140
ENSG00000114544,SLC41A3,protein_coding,1389,1348,1564,1291,1471,1408,1368,1470,1305,893
ENSG00000114547,ROPN1B,protein_coding,13,19,3,20,0,5,51,16,14,21
ENSG00000114554,PLXNA1,protein_coding,1642,1009,256,104,102,446,476,1447,1889,441
ENSG00000114573,ATP6V1A,protein_coding,2895,4269,1266,3332,4477,1900,3401,5964,2283,2917
ENSG00000114626,ABTB1,protein_coding,2069,1669,2860,1797,1716,4563,2225,1768,2433,3623
ENSG00000114631,PODXL2,protein_coding,228,399,873,119,53,768,490,299,905,82
ENSG00000114638,UPK1B,protein_coding,5,1,5,3,4,9,14,7,38,6
ENSG00000114646,CSPG5,protein_coding,10,41,15,10,11,14,11,19,21,16
ENSG00000114648,KLHL18,protein_coding,851,1710,1011,1122,2081,1251,1478,2781,1061,1228
ENSG00000114650,SCAP,protein_coding,2194,3811,4840,4247,5555,5086,4963,4713,3468,3974
ENSG00000114654,EFCC1,protein_coding,2581,319,75,38,185,30,748,85,1491,89
ENSG00000114656,CFAP92,protein_coding,996,250,128,125,335,147,735,209,774,327
ENSG00000114670,NEK11,protein_coding,24,88,147,244,427,134,81,82,90,32
ENSG00000114686,MRPL3,protein_coding,2383,2348,963,1921,2437,2777,1859,3186,1009,984
ENSG00000114698,PLSCR4,protein_coding,345,2,0,1,1,12,844,465,50,340
ENSG00000114735,HEMK1,protein_coding,1173,1626,1649,3416,3145,2812,2303,2090,1993,2539
ENSG00000114737,CISH,protein_coding,644,214,2280,2788,3758,1607,1666,1865,518,1294
ENSG00000114738,MAPKAPK3,protein_coding,4716,5182,14112,6331,8083,9529,4433,4193,3539,5193
ENSG00000114739,ACVR2B,protein_coding,78,403,82,89,67,107,833,265,397,187
ENSG00000114742,WDR48,protein_coding,1095,1472,1273,2400,3089,3138,3159,3181,2050,1999
ENSG00000114744,COMMD2,protein_coding,754,1258,354,1066,929,901,1008,828,456,536
ENSG00000114745,GORASP1,protein_coding,756,2079,1363,1267,2021,1371,1505,1443,762,1469
ENSG00000114757,PEX5L,protein_coding,50,89,23,16,40,44,104,44,58,11
ENSG00000114767,RRP9,protein_coding,288,436,422,413,428,425,485,432,407,238
ENSG00000114770,ABCC5,protein_coding,3294,2482,1047,2591,3414,2873,4141,4883,2281,2379
ENSG00000114771,AADAC,protein_coding,0,0,1,0,4,4,0,13,1,0
ENSG00000114779,ABHD14B,protein_coding,1031,2410,3081,1966,1774,2449,2666,1574,377,2316
ENSG00000114784,EIF1B,protein_coding,631,1149,1090,1999,912,1043,1296,1622,578,835
ENSG00000114786,ABHD14A-ACY1,protein_coding,1,4,1,2,3,2,6,1,0,0
ENSG00000114790,ARHGEF26,protein_coding,32,35,56,18,47,43,205,165,28,25
ENSG00000114796,KLHL24,protein_coding,1927,1573,3179,2204,2691,3435,2822,2028,2402,3354
ENSG00000114805,PLCH1,protein_coding,474,4,41,63,204,103,59,108,60,126
ENSG00000114812,VIPR1,protein_coding,190,327,35,91,167,199,287,185,270,176
ENSG00000114841,DNAH1,protein_coding,2177,4702,1679,4877,5182,5841,7417,5741,4539,7262
ENSG00000114850,SSR3,protein_coding,2813,4320,1842,3126,5175,2625,3373,3422,1418,1790
ENSG00000114853,ZBTB47,protein_coding,117,904,137,321,416,231,289,327,122,411
ENSG00000114854,TNNC1,protein_coding,7,3,3,3,3,4,5,3,3,5
ENSG00000114857,NKTR,protein_coding,8874,10980,4739,14907,19005,13401,22837,14254,9766,16967
ENSG00000114859,CLCN2,protein_coding,474,172,121,129,151,102,452,847,86,219
ENSG00000114861,FOXP1,protein_coding,2797,3757,4865,4987,4907,5914,5675,4787,4852,4657
ENSG00000114867,EIF4G1,protein_coding,10653,14693,10329,9657,17203,10083,12180,16973,5676,6503
ENSG00000114902,SPCS1,protein_coding,878,3013,1361,1681,2520,1422,1110,1251,309,824
ENSG00000114904,NEK4,protein_coding,373,1559,570,828,1063,939,1218,1259,621,840
ENSG00000114923,SLC4A3,protein_coding,125,9,11,158,121,5,14,11,339,6
ENSG00000114933,INO80D,protein_coding,3737,4446,3806,3738,5475,3141,4494,6282,4945,3478
ENSG00000114942,EEF1B2,protein_coding,14372,12059,5147,17750,10952,19773,9820,10331,5194,8653
ENSG00000114948,ADAM23,protein_coding,151,51,6,1,2,21,133,18,0,16
ENSG00000114956,DGUOK,protein_coding,725,587,482,579,615,564,558,560,243,460
ENSG00000114978,MOB1A,protein_coding,5326,10685,8868,7114,11531,9931,6095,8563,4181,5257
ENSG00000114982,KANSL3,protein_coding,3776,3606,3182,4037,5238,4301,5742,5048,2931,5274
ENSG00000114988,LMAN2L,protein_coding,714,612,610,761,1044,771,728,649,396,648
ENSG00000114993,RTKN,protein_coding,732,97,670,131,549,649,644,151,20,572
ENSG00000114999,TTL,protein_coding,1036,3227,1325,1994,2748,1643,1494,2227,1138,1617
ENSG00000115008,IL1A,protein_coding,19,17,27,11,12,4,32,45,1,11
ENSG00000115009,CCL20,protein_coding,5,8,0,0,13,1,1,1,1,2
ENSG00000115020,PIKFYVE,protein_coding,3403,6506,3147,6820,9851,8221,7733,8993,5332,4608
ENSG00000115041,KCNIP3,protein_coding,7,71,293,19,13,12,281,93,32,6
ENSG00000115042,FAHD2A,protein_coding,745,525,431,621,493,483,904,483,258,700
ENSG00000115053,NCL,protein_coding,18856,26083,7198,22251,20079,20499,21099,28729,11548,9554
ENSG00000115073,ACTR1B,protein_coding,2414,3586,2044,2371,2513,2007,1851,1736,918,1678
ENSG00000115084,SLC35F5,protein_coding,1901,2474,3608,2710,4365,3259,3511,2664,2629,3181
ENSG00000115085,ZAP70,protein_coding,6927,532,229,555,509,1628,3272,1848,2631,840
ENSG00000115091,ACTR3,protein_coding,8158,14102,4355,7705,12590,8969,6502,13435,5371,6866
ENSG00000115107,STEAP3,protein_coding,1668,2885,1528,1477,1449,246,1433,2228,206,559
ENSG00000115109,EPB41L5,protein_coding,66,87,24,225,479,81,397,359,324,217
ENSG00000115112,TFCP2L1,protein_coding,4,234,313,37,35,11,112,267,137,3
ENSG00000115128,SF3B6,protein_coding,1269,1464,1505,1608,1584,1465,895,1576,561,708
ENSG00000115129,TP53I3,protein_coding,186,4090,722,539,537,551,320,268,303,307
ENSG00000115137,DNAJC27,protein_coding,546,580,228,464,432,386,541,689,344,377
ENSG00000115138,POMC,protein_coding,139,78,105,113,216,2,83,211,85,2
ENSG00000115145,STAM2,protein_coding,989,1453,971,1584,2227,1219,1373,1330,1243,1042
ENSG00000115155,OTOF,protein_coding,24,20,101,3,2,25,73,50,10,10
ENSG00000115159,GPD2,protein_coding,1440,4251,397,2149,1755,854,1603,2022,828,2430
ENSG00000115163,CENPA,protein_coding,214,136,255,28,131,153,196,389,54,144
ENSG00000115165,CYTIP,protein_coding,2287,1236,1132,1224,1083,1368,1715,2357,1597,827
ENSG00000115170,ACVR1,protein_coding,361,645,215,743,1493,270,996,751,181,237
ENSG00000115183,TANC1,protein_coding,956,1266,28,300,1092,37,998,1453,599,389
ENSG00000115194,SLC30A3,protein_coding,17,31,0,4,2,8,4,4,3,4
ENSG00000115204,MPV17,protein_coding,2005,2494,1851,2763,2702,2433,1892,2107,1289,1893
ENSG00000115207,GTF3C2,protein_coding,2306,2396,2537,1993,2668,2437,2450,2487,1348,2214
ENSG00000115211,EIF2B4,protein_coding,966,1305,703,1095,1375,1081,1005,945,886,930
ENSG00000115216,NRBP1,protein_coding,3142,4608,4120,2670,5414,4025,2681,3852,1387,2454
ENSG00000115221,ITGB6,protein_coding,0,1,0,0,45,0,0,3,2,0
ENSG00000115226,FNDC4,protein_coding,9,0,0,0,1,6,9,41,1,8
ENSG00000115232,ITGA4,protein_coding,9949,6515,6722,12971,21011,11854,15646,18003,8690,7557
ENSG00000115233,PSMD14,protein_coding,1381,1744,343,1205,1544,1390,1026,2659,556,727
ENSG00000115234,SNX17,protein_coding,3801,5100,4493,2693,4605,3444,2719,2905,1316,1846
ENSG00000115239,ASB3,protein_coding,962,682,637,1072,1017,1012,1321,1011,609,730
ENSG00000115241,PPM1G,protein_coding,3723,5531,3070,3159,4336,3391,3411,3866,1639,2155
ENSG00000115252,PDE1A,protein_coding,353,1,79,1,0,9,14,51,1,16
ENSG00000115255,REEP6,protein_coding,99,316,20,64,221,77,58,104,43,123
ENSG00000115257,PCSK4,protein_coding,253,175,103,118,544,210,187,104,160,212
ENSG00000115263,GCG,protein_coding,0,0,0,1,0,0,0,0,0,0
ENSG00000115266,APC2,protein_coding,235,516,234,203,346,514,340,293,515,577
ENSG00000115267,IFIH1,protein_coding,817,553,487,784,508,825,1184,1110,850,651
ENSG00000115268,RPS15,protein_coding,10602,11815,7908,9949,5780,6683,7124,3298,3506,4945
ENSG00000115271,GCA,protein_coding,1857,1373,1109,1734,1659,3361,1134,3643,1810,5572
ENSG00000115274,INO80B,protein_coding,49,44,9,33,14,22,43,30,14,29
ENSG00000115275,MOGS,protein_coding,2964,2500,2839,2022,4281,2545,2206,2028,1480,2097
ENSG00000115282,TTC31,protein_coding,1933,1579,1663,1294,1843,1828,1570,1457,868,1541
ENSG00000115286,NDUFS7,protein_coding,182,488,118,259,200,189,232,92,248,289
ENSG00000115289,PCGF1,protein_coding,260,567,340,380,394,467,221,211,212,389
ENSG00000115290,GRB14,protein_coding,3,0,0,0,0,0,52,1,7,1
ENSG00000115295,CLIP4,protein_coding,1702,1029,437,741,48,834,1567,427,954,1269
ENSG00000115297,TLX2,protein_coding,2,4,5,4,0,5,5,2,1,7
ENSG00000115306,SPTBN1,protein_coding,9061,3272,2635,4874,9998,11272,12521,8803,11431,6108
ENSG00000115307,AUP1,protein_coding,4488,4959,3131,4168,4825,3658,5605,4130,2684,2617
ENSG00000115310,RTN4,protein_coding,6732,7436,10210,6940,11394,8313,5348,5397,2952,5168
ENSG00000115317,HTRA2,protein_coding,945,434,530,408,546,484,757,1147,464,458
ENSG00000115318,LOXL3,protein_coding,696,557,837,263,981,642,497,612,186,506
ENSG00000115325,DOK1,protein_coding,1042,988,1978,681,1605,1256,709,778,362,969
ENSG00000115339,GALNT3,protein_coding,770,331,111,400,1910,565,136,1138,529,764
ENSG00000115350,POLE4,protein_coding,591,1290,324,384,292,386,222,545,155,214
ENSG00000115353,TACR1,protein_coding,18,20,30,47,13,32,89,31,42,31
ENSG00000115355,CCDC88A,protein_coding,4891,8072,3131,7293,11463,5412,7985,8395,4142,6013
ENSG00000115361,ACADL,protein_coding,2,1,0,5,3,0,9,1,0,15
ENSG00000115363,EVA1A,protein_coding,2,0,1,0,0,0,1,12,0,1
ENSG00000115364,MRPL19,protein_coding,1041,1737,1528,1396,1615,1318,1381,2046,790,788
ENSG00000115365,LANCL1,protein_coding,1762,1376,820,2320,2189,1984,3509,3857,1179,1781
ENSG00000115368,WDR75,protein_coding,2546,2190,828,2270,2257,2149,4052,3327,1440,1407
ENSG00000115380,EFEMP1,protein_coding,22,139,2,1,0,66,32,293,1,12
ENSG00000115386,REG1A,protein_coding,0,0,0,0,1,0,0,16,0,0
ENSG00000115392,FANCL,protein_coding,558,1033,404,810,556,587,777,932,346,472
ENSG00000115414,FN1,protein_coding,542,18106,161,230,219,524,881,2373,1291,495
ENSG00000115415,STAT1,protein_coding,6783,5314,2397,2324,3507,4764,4095,6234,2002,3155
ENSG00000115419,GLS,protein_coding,7714,3362,4582,4105,6719,8805,6469,6578,4256,3888
ENSG00000115421,PAPOLG,protein_coding,1180,1310,1109,1391,2208,1727,1867,1690,1222,1189
ENSG00000115423,DNAH6,protein_coding,76,22,51,60,18,30,47,66,119,96
ENSG00000115425,PECR,protein_coding,125,507,10,10,7,31,264,192,17,215
ENSG00000115446,UNC50,protein_coding,843,1051,457,842,999,807,1016,920,404,668
ENSG00000115457,IGFBP2,protein_coding,4973,86,898,1416,14279,570,158,1644,133,501
ENSG00000115459,ELMOD3,protein_coding,985,1326,383,1148,1484,734,1033,915,706,1058
ENSG00000115461,IGFBP5,protein_coding,499,2,25,1,661,113,833,625,24,520
ENSG00000115464,USP34,protein_coding,6020,7860,3810,7845,10203,7497,13541,11515,7371,7155
ENSG00000115468,EFHD1,protein_coding,11,7,5,3,4,14,12,14,7,7
ENSG00000115474,KCNJ13,protein_coding,107,89,153,98,99,106,89,104,64,96
ENSG00000115484,CCT4,protein_coding,2722,3317,1245,3307,3950,3957,4337,4344,1729,2456
ENSG00000115486,GGCX,protein_coding,1848,1024,793,831,1461,1428,1336,1161,1043,1296
ENSG00000115488,NEU2,protein_coding,0,0,0,0,1,0,0,0,0,0
ENSG00000115504,EHBP1,protein_coding,1083,1777,445,996,1321,767,1661,1391,653,624
ENSG00000115507,OTX1,protein_coding,2,3,0,2,4,3,4,13,2,2
ENSG00000115514,TXNDC9,protein_coding,507,770,256,521,893,705,514,894,340,418
ENSG00000115520,COQ10B,protein_coding,483,950,260,438,556,547,488,699,360,388
ENSG00000115523,GNLY,protein_coding,1078,507,399,531,768,80,2742,1843,1867,812
ENSG00000115524,SF3B1,protein_coding,20457,23131,5002,24786,26408,21399,24713,26443,17915,15739
ENSG00000115525,ST3GAL5,protein_coding,1375,799,1287,275,534,1088,737,774,835,339
ENSG00000115526,CHST10,protein_coding,755,552,386,537,603,495,827,576,261,384
ENSG00000115539,PDCL3,protein_coding,457,568,187,619,723,567,351,586,153,146
ENSG00000115540,MOB4,protein_coding,683,823,379,552,759,768,523,696,386,487
ENSG00000115541,HSPE1,protein_coding,560,723,259,688,541,398,296,444,115,197
ENSG00000115548,KDM3A,protein_coding,3752,2868,1152,2845,5013,3120,3472,4292,2323,3970
ENSG00000115556,PLCD4,protein_coding,31,27,22,23,15,29,32,71,43,39
ENSG00000115561,CHMP3,protein_coding,1440,2380,1103,1292,1615,1256,1507,1591,686,1617
ENSG00000115568,ZNF142,protein_coding,1989,2453,2053,2301,2568,2308,3533,3171,2142,2197
ENSG00000115590,IL1R2,protein_coding,112,374,6,1,17,12,6,127,187,35
ENSG00000115592,PRKAG3,protein_coding,2,1,0,2,0,0,0,3,0,74
ENSG00000115593,SMYD1,protein_coding,1,0,3,0,2,0,2,0,0,1
ENSG00000115594,IL1R1,protein_coding,323,40,54,259,1402,280,361,912,145,251
ENSG00000115596,WNT6,protein_coding,9,84,2,6,5,2,5,45,18,3
ENSG00000115598,IL1RL2,protein_coding,6,4,1,8,4,2,7,5,6,1
ENSG00000115602,IL1RL1,protein_coding,14,5,66,661,58,2183,532,612,530,4
ENSG00000115604,IL18R1,protein_coding,552,54,12,215,48,694,559,782,179,96
ENSG00000115607,IL18RAP,protein_coding,550,57,12,20,69,55,417,1169,189,313
ENSG00000115616,SLC9A2,protein_coding,15,5,2,1,5,4,4,27,14,6
ENSG00000115641,FHL2,protein_coding,445,28,56,84,28,32,978,2638,55,114
ENSG00000115648,MLPH,protein_coding,1,4,1,0,0,1,2,4,1,4
ENSG00000115649,CNPPD1,protein_coding,2193,2488,2231,1235,2066,1522,2076,1942,1428,1619
ENSG00000115652,UXS1,protein_coding,1605,1542,1562,2140,2311,2386,2279,1830,711,1365
ENSG00000115657,ABCB6,protein_coding,74,34,5,17,12,22,154,153,64,78
ENSG00000115661,STK16,protein_coding,1005,885,450,590,610,618,802,694,333,639
ENSG00000115665,SLC5A7,protein_coding,0,0,0,0,1,0,0,0,2,1
ENSG00000115677,HDLBP,protein_coding,11785,12746,3773,9825,17867,11100,18509,14474,6452,9153
ENSG00000115685,PPP1R7,protein_coding,1358,1641,570,1562,1659,953,979,1327,699,820
ENSG00000115687,PASK,protein_coding,1502,1866,754,1383,1277,897,1793,1215,792,1364
ENSG00000115694,STK25,protein_coding,3552,3020,1868,2312,2971,2770,3324,3369,2205,2122
ENSG00000115705,TPO,protein_coding,7,0,646,5,1,4577,2,12,7,0
ENSG00000115718,PROC,protein_coding,65,17,25,107,60,32,47,42,71,23
ENSG00000115738,ID2,protein_coding,8847,3204,159,499,640,490,1010,2512,1059,610
ENSG00000115750,TAF1B,protein_coding,493,847,306,522,797,318,462,765,334,229
ENSG00000115756,HPCAL1,protein_coding,4210,2120,2331,1567,1830,1247,1855,1566,1863,2452
ENSG00000115758,ODC1,protein_coding,2507,3387,1511,2593,1683,3244,2972,8544,1320,2007
ENSG00000115760,BIRC6,protein_coding,7912,12669,6127,10142,14134,10290,37292,13660,9668,9920
ENSG00000115761,NOL10,protein_coding,1152,1078,479,917,938,896,960,1649,676,645
ENSG00000115762,PLEKHB2,protein_coding,3316,6865,1912,2960,5504,4457,3033,4452,1799,2619
ENSG00000115806,GORASP2,protein_coding,3389,3163,2416,2319,4305,2619,2744,3673,1299,1645
ENSG00000115808,STRN,protein_coding,2041,2980,1657,2877,2769,2168,3462,4052,2547,1873
ENSG00000115816,CEBPZ,protein_coding,1239,1804,385,1595,1427,1342,1564,2225,1131,940
ENSG00000115825,PRKD3,protein_coding,2262,2069,93,961,1338,801,3511,1970,2057,2640
ENSG00000115827,DCAF17,protein_coding,1288,1132,707,1474,1592,1659,1824,1731,999,1082
ENSG00000115828,QPCT,protein_coding,384,169,9,12,11,40,192,222,21,887
ENSG00000115839,RAB3GAP1,protein_coding,1333,2097,1106,1496,1642,2052,2369,2406,1200,1616
ENSG00000115840,SLC25A12,protein_coding,890,1654,689,1145,865,903,1394,1036,926,738
ENSG00000115841,RMDN2,protein_coding,151,332,5,93,3,31,177,326,8,89
ENSG00000115844,DLX2,protein_coding,1,2,0,5,2,0,1,18,1,4
ENSG00000115850,LCT,protein_coding,595,20,17,770,157,13,53,116,31,8
ENSG00000115866,DARS1,protein_coding,4144,3112,1395,4183,4015,4051,2832,3953,1607,2658
ENSG00000115875,SRSF7,protein_coding,8884,8693,2180,8440,5903,7333,6381,8551,3534,4263
ENSG00000115884,SDC1,protein_coding,1014,194,39,3,4,195,805,301,3,243
ENSG00000115896,PLCL1,protein_coding,70,17,14,19,12,64,389,159,331,144
ENSG00000115902,SLC1A4,protein_coding,2171,4215,1311,1392,4802,798,2085,1017,1669,2081
ENSG00000115904,SOS1,protein_coding,4382,3254,2907,5103,5602,4150,10642,17726,2970,4173
ENSG00000115919,KYNU,protein_coding,83,2070,1214,657,94,443,639,1039,144,26
ENSG00000115934,AC087235.1,lncRNA,0,0,0,0,0,1,1,0,2,0
ENSG00000115935,WIPF1,protein_coding,8609,6779,10289,6616,8292,10051,7862,8317,4599,5982
ENSG00000115942,ORC2,protein_coding,1437,1287,993,1247,1567,1464,1937,2051,431,1373
ENSG00000115944,COX7A2L,protein_coding,2428,1576,2481,1126,2797,2271,1630,1957,687,1524
ENSG00000115946,PNO1,protein_coding,643,792,492,622,689,755,539,1137,490,353
ENSG00000115947,ORC4,protein_coding,1388,1021,531,1242,1592,1341,1507,2288,694,1420
ENSG00000115956,PLEK,protein_coding,9197,8222,4895,13938,14447,10458,13020,8303,2463,8098
ENSG00000115963,RND3,protein_coding,15,71,1,0,0,6,15,162,3,13
ENSG00000115966,ATF2,protein_coding,2174,2796,1390,2152,3172,2349,2784,3026,1679,2029
ENSG00000115970,THADA,protein_coding,2140,2666,1086,2434,3177,2664,3138,3583,2155,2167
ENSG00000115977,AAK1,protein_coding,2944,10142,3151,3712,6855,3942,5603,4720,4286,3245
ENSG00000115993,TRAK2,protein_coding,2498,2191,666,2892,4128,1269,5486,6056,602,1562
ENSG00000115998,C2orf42,protein_coding,364,307,334,394,603,632,688,540,363,318
ENSG00000116001,TIA1,protein_coding,5535,4708,3370,6024,6133,7796,6058,5857,3776,5046
ENSG00000116005,PCYOX1,protein_coding,830,1611,478,1156,3075,1060,1247,919,439,1018
ENSG00000116014,KISS1R,protein_coding,8,5,18,5,9,10,16,7,14,28
ENSG00000116016,EPAS1,protein_coding,245,84,69,80,67,169,436,1737,22,330
ENSG00000116017,ARID3A,protein_coding,1102,2493,2357,1123,2095,1513,1031,1237,1457,4289
ENSG00000116030,SUMO1,protein_coding,1605,1813,1201,1318,1899,1478,1237,2129,614,828
ENSG00000116031,CD207,protein_coding,0,2,0,18,0,1,1,1,0,0
ENSG00000116032,GRIN3B,protein_coding,135,86,20,18,41,91,52,37,42,222
ENSG00000116035,VAX2,protein_coding,0,0,0,0,0,1,8,1,1,13
ENSG00000116039,ATP6V1B1,protein_coding,1,0,3,2,1,2,8,3,1,12
ENSG00000116044,NFE2L2,protein_coding,2324,2900,1174,1570,4710,2287,2469,5402,1790,2144
ENSG00000116062,MSH6,protein_coding,3219,3756,1453,3767,4252,4416,4391,4709,2339,2840
ENSG00000116095,PLEKHA3,protein_coding,1066,1040,1862,855,1174,1386,1328,1559,914,1158
ENSG00000116096,SPR,protein_coding,36,358,4,23,27,20,146,93,8,83
ENSG00000116106,EPHA4,protein_coding,41,41,15,22,14,44,116,216,61,52
ENSG00000116117,PARD3B,protein_coding,12,9,135,1,0,65,501,499,14,70
ENSG00000116120,FARSB,protein_coding,2475,1549,702,2220,1686,1788,1947,3209,1324,1008
ENSG00000116127,ALMS1,protein_coding,1742,2048,1486,2507,2933,1919,6125,3459,2074,1227
ENSG00000116128,BCL9,protein_coding,782,184,674,460,301,1545,1477,620,751,655
ENSG00000116132,PRRX1,protein_coding,2,1,3,0,0,3,9,20,0,9
ENSG00000116133,DHCR24,protein_coding,468,3113,1437,1532,5253,757,1244,2008,261,604
ENSG00000116138,DNAJC16,protein_coding,1045,1734,1168,1237,2297,1564,1566,2052,1571,1171
ENSG00000116141,MARK1,protein_coding,8,2,1,0,2,1,173,21,0,10
ENSG00000116147,TNR,protein_coding,582,5,1,1,2,2,13,44,114,3
ENSG00000116151,MORN1,protein_coding,184,327,185,450,314,407,221,283,286,310
ENSG00000116157,GPX7,protein_coding,642,1308,1224,870,1281,708,752,905,715,590
ENSG00000116161,CACYBP,protein_coding,1299,2364,566,1972,2214,1630,1544,2306,792,1050
ENSG00000116171,SCP2,protein_coding,2023,4389,952,2516,3127,1821,1993,2555,1098,2084
ENSG00000116176,TPSG1,protein_coding,7,1,6,2,7,49,0,76,7,3
ENSG00000116183,PAPPA2,protein_coding,1,5,5,8,13,1,8,3,7,2
ENSG00000116191,RALGPS2,protein_coding,604,1082,121,1609,2348,1261,1834,3374,235,1643
ENSG00000116194,ANGPTL1,protein_coding,35,78,22,84,194,70,162,302,18,145
ENSG00000116198,CEP104,protein_coding,2038,1409,2571,2086,2161,2103,2003,2273,2987,1574
ENSG00000116199,FAM20B,protein_coding,1434,2085,1421,2116,3451,2247,2826,3997,1862,1433
ENSG00000116205,TCEANC2,protein_coding,1168,1537,601,1634,1296,1639,1832,1420,1581,1396
ENSG00000116209,TMEM59,protein_coding,6194,4790,2510,4136,5841,4555,4244,7365,3481,3377
ENSG00000116212,LRRC42,protein_coding,406,490,328,329,529,384,287,596,241,243
ENSG00000116213,WRAP73,protein_coding,972,1618,329,743,1089,861,714,870,873,979
ENSG00000116218,NPHS2,protein_coding,1,1,0,0,0,0,0,0,0,0
ENSG00000116221,MRPL37,protein_coding,2380,2485,2927,1627,1835,2117,2743,3259,1254,1261
ENSG00000116237,ICMT,protein_coding,1261,2793,1868,1349,1984,1232,1371,1623,1132,840
ENSG00000116251,RPL22,protein_coding,3477,2864,1747,3289,3886,5571,6040,2877,2202,3141
ENSG00000116254,CHD5,protein_coding,56,3,228,148,250,23,112,220,87,22
ENSG00000116260,QSOX1,protein_coding,4284,11578,5654,3612,9899,4768,1515,4329,1388,3949
